date and time;index;date;month;day;weeknr;weekday(0=M);hour;daytype(WrkSaSu);occupancyperc
2021-02-15 20:00:00+01:00;1100;15-2-2021;2;15;7;0;20;1;25
2021-02-15 21:00:00+01:00;1101;15-2-2021;2;15;7;0;21;1;17
2021-02-15 22:00:00+01:00;1102;15-2-2021;2;15;7;0;22;1;8
2021-02-15 23:00:00+01:00;1103;15-2-2021;2;15;7;0;23;1;0
2021-02-16 00:00:00+01:00;1104;16-2-2021;2;16;7;1;0;1;0
2021-02-16 01:00:00+01:00;1105;16-2-2021;2;16;7;1;1;1;0
2021-02-16 02:00:00+01:00;1106;16-2-2021;2;16;7;1;2;1;0
2021-02-16 03:00:00+01:00;1107;16-2-2021;2;16;7;1;3;1;0
2021-02-16 04:00:00+01:00;1108;16-2-2021;2;16;7;1;4;1;0
2021-02-16 05:00:00+01:00;1109;16-2-2021;2;16;7;1;5;1;0
2021-02-16 06:00:00+01:00;1110;16-2-2021;2;16;7;1;6;1;0
2021-02-16 07:00:00+01:00;1111;16-2-2021;2;16;7;1;7;1;0
2021-02-16 08:00:00+01:00;1112;16-2-2021;2;16;7;1;8;1;60
2021-02-16 09:00:00+01:00;1113;16-2-2021;2;16;7;1;9;1;60
2021-02-16 10:00:00+01:00;1114;16-2-2021;2;16;7;1;10;1;90
2021-02-16 11:00:00+01:00;1115;16-2-2021;2;16;7;1;11;1;90
2021-02-16 12:00:00+01:00;1116;16-2-2021;2;16;7;1;12;1;50
2021-02-16 13:00:00+01:00;1117;16-2-2021;2;16;7;1;13;1;50
2021-02-16 14:00:00+01:00;1118;16-2-2021;2;16;7;1;14;1;80
2021-02-16 15:00:00+01:00;1119;16-2-2021;2;16;7;1;15;1;80
2021-02-16 16:00:00+01:00;1120;16-2-2021;2;16;7;1;16;1;80
2021-02-16 17:00:00+01:00;1121;16-2-2021;2;16;7;1;17;1;50
2021-02-16 18:00:00+01:00;1122;16-2-2021;2;16;7;1;18;1;42
2021-02-16 19:00:00+01:00;1123;16-2-2021;2;16;7;1;19;1;33
2021-02-16 20:00:00+01:00;1124;16-2-2021;2;16;7;1;20;1;25
2021-02-16 21:00:00+01:00;1125;16-2-2021;2;16;7;1;21;1;17
2021-02-16 22:00:00+01:00;1126;16-2-2021;2;16;7;1;22;1;8
2021-02-16 23:00:00+01:00;1127;16-2-2021;2;16;7;1;23;1;0
2021-02-17 00:00:00+01:00;1128;17-2-2021;2;17;7;2;0;1;0
2021-02-17 01:00:00+01:00;1129;17-2-2021;2;17;7;2;1;1;0
2021-02-17 02:00:00+01:00;1130;17-2-2021;2;17;7;2;2;1;0
2021-02-17 03:00:00+01:00;1131;17-2-2021;2;17;7;2;3;1;0
2021-02-17 04:00:00+01:00;1132;17-2-2021;2;17;7;2;4;1;0
2021-02-17 05:00:00+01:00;1133;17-2-2021;2;17;7;2;5;1;0
2021-02-17 06:00:00+01:00;1134;17-2-2021;2;17;7;2;6;1;0
2021-02-17 07:00:00+01:00;1135;17-2-2021;2;17;7;2;7;1;0
2021-02-17 08:00:00+01:00;1136;17-2-2021;2;17;7;2;8;1;60
2021-02-17 09:00:00+01:00;1137;17-2-2021;2;17;7;2;9;1;60
2021-02-17 10:00:00+01:00;1138;17-2-2021;2;17;7;2;10;1;90
2021-02-17 11:00:00+01:00;1139;17-2-2021;2;17;7;2;11;1;90
2021-02-17 12:00:00+01:00;1140;17-2-2021;2;17;7;2;12;1;50
2021-02-17 13:00:00+01:00;1141;17-2-2021;2;17;7;2;13;1;50
2021-02-17 14:00:00+01:00;1142;17-2-2021;2;17;7;2;14;1;80
2021-02-17 15:00:00+01:00;1143;17-2-2021;2;17;7;2;15;1;80
2021-02-17 16:00:00+01:00;1144;17-2-2021;2;17;7;2;16;1;80
2021-02-17 17:00:00+01:00;1145;17-2-2021;2;17;7;2;17;1;50
2021-02-17 18:00:00+01:00;1146;17-2-2021;2;17;7;2;18;1;42
2021-02-17 19:00:00+01:00;1147;17-2-2021;2;17;7;2;19;1;33
2021-02-17 20:00:00+01:00;1148;17-2-2021;2;17;7;2;20;1;25
2021-02-17 21:00:00+01:00;1149;17-2-2021;2;17;7;2;21;1;17
2021-02-17 22:00:00+01:00;1150;17-2-2021;2;17;7;2;22;1;8
2021-02-17 23:00:00+01:00;1151;17-2-2021;2;17;7;2;23;1;0
2021-02-18 00:00:00+01:00;1152;18-2-2021;2;18;7;3;0;1;0
2021-02-18 01:00:00+01:00;1153;18-2-2021;2;18;7;3;1;1;0
2021-02-18 02:00:00+01:00;1154;18-2-2021;2;18;7;3;2;1;0
2021-02-18 03:00:00+01:00;1155;18-2-2021;2;18;7;3;3;1;0
2021-02-18 04:00:00+01:00;1156;18-2-2021;2;18;7;3;4;1;0
2021-02-18 05:00:00+01:00;1157;18-2-2021;2;18;7;3;5;1;0
2021-02-18 06:00:00+01:00;1158;18-2-2021;2;18;7;3;6;1;0
2021-02-18 07:00:00+01:00;1159;18-2-2021;2;18;7;3;7;1;0
2021-02-18 08:00:00+01:00;1160;18-2-2021;2;18;7;3;8;1;60
2021-02-18 09:00:00+01:00;1161;18-2-2021;2;18;7;3;9;1;60
2021-02-18 10:00:00+01:00;1162;18-2-2021;2;18;7;3;10;1;90
2021-02-18 11:00:00+01:00;1163;18-2-2021;2;18;7;3;11;1;90
2021-02-18 12:00:00+01:00;1164;18-2-2021;2;18;7;3;12;1;50
2021-02-18 13:00:00+01:00;1165;18-2-2021;2;18;7;3;13;1;50
2021-02-18 14:00:00+01:00;1166;18-2-2021;2;18;7;3;14;1;80
2021-02-18 15:00:00+01:00;1167;18-2-2021;2;18;7;3;15;1;80
2021-02-18 16:00:00+01:00;1168;18-2-2021;2;18;7;3;16;1;80
2021-02-18 17:00:00+01:00;1169;18-2-2021;2;18;7;3;17;1;50
2021-02-18 18:00:00+01:00;1170;18-2-2021;2;18;7;3;18;1;42
2021-02-18 19:00:00+01:00;1171;18-2-2021;2;18;7;3;19;1;33
2021-02-18 20:00:00+01:00;1172;18-2-2021;2;18;7;3;20;1;25
2021-02-18 21:00:00+01:00;1173;18-2-2021;2;18;7;3;21;1;17
2021-02-18 22:00:00+01:00;1174;18-2-2021;2;18;7;3;22;1;8
2021-02-18 23:00:00+01:00;1175;18-2-2021;2;18;7;3;23;1;0
2021-02-19 00:00:00+01:00;1176;19-2-2021;2;19;7;4;0;1;0
2021-02-19 01:00:00+01:00;1177;19-2-2021;2;19;7;4;1;1;0
2021-02-19 02:00:00+01:00;1178;19-2-2021;2;19;7;4;2;1;0
2021-02-19 03:00:00+01:00;1179;19-2-2021;2;19;7;4;3;1;0
2021-02-19 04:00:00+01:00;1180;19-2-2021;2;19;7;4;4;1;0
2021-02-19 05:00:00+01:00;1181;19-2-2021;2;19;7;4;5;1;0
2021-02-19 06:00:00+01:00;1182;19-2-2021;2;19;7;4;6;1;0
2021-02-19 07:00:00+01:00;1183;19-2-2021;2;19;7;4;7;1;0
2021-02-19 08:00:00+01:00;1184;19-2-2021;2;19;7;4;8;1;60
2021-02-19 09:00:00+01:00;1185;19-2-2021;2;19;7;4;9;1;60
2021-02-19 10:00:00+01:00;1186;19-2-2021;2;19;7;4;10;1;90
2021-02-19 11:00:00+01:00;1187;19-2-2021;2;19;7;4;11;1;90
2021-02-19 12:00:00+01:00;1188;19-2-2021;2;19;7;4;12;1;50
2021-02-19 13:00:00+01:00;1189;19-2-2021;2;19;7;4;13;1;50
2021-02-19 14:00:00+01:00;1190;19-2-2021;2;19;7;4;14;1;80
2021-02-19 15:00:00+01:00;1191;19-2-2021;2;19;7;4;15;1;80
2021-02-19 16:00:00+01:00;1192;19-2-2021;2;19;7;4;16;1;80
2021-02-19 17:00:00+01:00;1193;19-2-2021;2;19;7;4;17;1;50
2021-02-19 18:00:00+01:00;1194;19-2-2021;2;19;7;4;18;1;42
2021-02-19 19:00:00+01:00;1195;19-2-2021;2;19;7;4;19;1;33
2021-02-19 20:00:00+01:00;1196;19-2-2021;2;19;7;4;20;1;25
2021-02-19 21:00:00+01:00;1197;19-2-2021;2;19;7;4;21;1;17
2021-02-19 22:00:00+01:00;1198;19-2-2021;2;19;7;4;22;1;8
2021-02-19 23:00:00+01:00;1199;19-2-2021;2;19;7;4;23;1;0
2021-02-20 00:00:00+01:00;1200;20-2-2021;2;20;7;5;0;2;0
2021-02-20 01:00:00+01:00;1201;20-2-2021;2;20;7;5;1;2;0
2021-02-20 02:00:00+01:00;1202;20-2-2021;2;20;7;5;2;2;0
2021-02-20 03:00:00+01:00;1203;20-2-2021;2;20;7;5;3;2;0
2021-02-20 04:00:00+01:00;1204;20-2-2021;2;20;7;5;4;2;0
2021-02-20 05:00:00+01:00;1205;20-2-2021;2;20;7;5;5;2;0
2021-02-20 06:00:00+01:00;1206;20-2-2021;2;20;7;5;6;2;0
2021-02-20 07:00:00+01:00;1207;20-2-2021;2;20;7;5;7;2;0
2021-02-20 08:00:00+01:00;1208;20-2-2021;2;20;7;5;8;2;0
2021-02-20 09:00:00+01:00;1209;20-2-2021;2;20;7;5;9;2;0
2021-02-20 10:00:00+01:00;1210;20-2-2021;2;20;7;5;10;2;50
2021-02-20 11:00:00+01:00;1211;20-2-2021;2;20;7;5;11;2;50
2021-02-20 12:00:00+01:00;1212;20-2-2021;2;20;7;5;12;2;30
2021-02-20 13:00:00+01:00;1213;20-2-2021;2;20;7;5;13;2;30
2021-02-20 14:00:00+01:00;1214;20-2-2021;2;20;7;5;14;2;50
2021-02-20 15:00:00+01:00;1215;20-2-2021;2;20;7;5;15;2;50
2021-02-20 16:00:00+01:00;1216;20-2-2021;2;20;7;5;16;2;50
2021-02-20 17:00:00+01:00;1217;20-2-2021;2;20;7;5;17;2;0
2021-02-20 18:00:00+01:00;1218;20-2-2021;2;20;7;5;18;2;0
2021-02-20 19:00:00+01:00;1219;20-2-2021;2;20;7;5;19;2;0
2021-02-20 20:00:00+01:00;1220;20-2-2021;2;20;7;5;20;2;0
2021-02-20 21:00:00+01:00;1221;20-2-2021;2;20;7;5;21;2;0
2021-02-20 22:00:00+01:00;1222;20-2-2021;2;20;7;5;22;2;0
2021-02-20 23:00:00+01:00;1223;20-2-2021;2;20;7;5;23;2;0
2021-02-21 00:00:00+01:00;1224;21-2-2021;2;21;7;6;0;3;0
2021-02-21 01:00:00+01:00;1225;21-2-2021;2;21;7;6;1;3;0
2021-02-21 02:00:00+01:00;1226;21-2-2021;2;21;7;6;2;3;0
2021-02-21 03:00:00+01:00;1227;21-2-2021;2;21;7;6;3;3;0
2021-02-21 04:00:00+01:00;1228;21-2-2021;2;21;7;6;4;3;0
2021-02-21 05:00:00+01:00;1229;21-2-2021;2;21;7;6;5;3;0
2021-02-21 06:00:00+01:00;1230;21-2-2021;2;21;7;6;6;3;0
2021-02-21 07:00:00+01:00;1231;21-2-2021;2;21;7;6;7;3;0
2021-02-21 08:00:00+01:00;1232;21-2-2021;2;21;7;6;8;3;0
2021-02-21 09:00:00+01:00;1233;21-2-2021;2;21;7;6;9;3;0
2021-02-21 10:00:00+01:00;1234;21-2-2021;2;21;7;6;10;3;0
2021-02-21 11:00:00+01:00;1235;21-2-2021;2;21;7;6;11;3;0
2021-02-21 12:00:00+01:00;1236;21-2-2021;2;21;7;6;12;3;0
2021-02-21 13:00:00+01:00;1237;21-2-2021;2;21;7;6;13;3;0
2021-02-21 14:00:00+01:00;1238;21-2-2021;2;21;7;6;14;3;0
2021-02-21 15:00:00+01:00;1239;21-2-2021;2;21;7;6;15;3;0
2021-02-21 16:00:00+01:00;1240;21-2-2021;2;21;7;6;16;3;0
2021-02-21 17:00:00+01:00;1241;21-2-2021;2;21;7;6;17;3;0
2021-02-21 18:00:00+01:00;1242;21-2-2021;2;21;7;6;18;3;0
2021-02-21 19:00:00+01:00;1243;21-2-2021;2;21;7;6;19;3;0
2021-02-21 20:00:00+01:00;1244;21-2-2021;2;21;7;6;20;3;0
2021-02-21 21:00:00+01:00;1245;21-2-2021;2;21;7;6;21;3;0
2021-02-21 22:00:00+01:00;1246;21-2-2021;2;21;7;6;22;3;0
2021-02-21 23:00:00+01:00;1247;21-2-2021;2;21;7;6;23;3;0
2021-02-22 00:00:00+01:00;1248;22-2-2021;2;22;8;0;0;1;0
2021-02-22 01:00:00+01:00;1249;22-2-2021;2;22;8;0;1;1;0
2021-02-22 02:00:00+01:00;1250;22-2-2021;2;22;8;0;2;1;0
2021-02-22 03:00:00+01:00;1251;22-2-2021;2;22;8;0;3;1;0
2021-02-22 04:00:00+01:00;1252;22-2-2021;2;22;8;0;4;1;0
2021-02-22 05:00:00+01:00;1253;22-2-2021;2;22;8;0;5;1;0
2021-02-22 06:00:00+01:00;1254;22-2-2021;2;22;8;0;6;1;0
2021-02-22 07:00:00+01:00;1255;22-2-2021;2;22;8;0;7;1;0
2021-02-22 08:00:00+01:00;1256;22-2-2021;2;22;8;0;8;1;60
2021-02-22 09:00:00+01:00;1257;22-2-2021;2;22;8;0;9;1;60
2021-02-22 10:00:00+01:00;1258;22-2-2021;2;22;8;0;10;1;90
2021-02-22 11:00:00+01:00;1259;22-2-2021;2;22;8;0;11;1;90
2021-02-22 12:00:00+01:00;1260;22-2-2021;2;22;8;0;12;1;50
2021-02-22 13:00:00+01:00;1261;22-2-2021;2;22;8;0;13;1;50
2021-02-22 14:00:00+01:00;1262;22-2-2021;2;22;8;0;14;1;80
2021-02-22 15:00:00+01:00;1263;22-2-2021;2;22;8;0;15;1;80
2021-02-22 16:00:00+01:00;1264;22-2-2021;2;22;8;0;16;1;80
2021-02-22 17:00:00+01:00;1265;22-2-2021;2;22;8;0;17;1;50
2021-02-22 18:00:00+01:00;1266;22-2-2021;2;22;8;0;18;1;42
2021-02-22 19:00:00+01:00;1267;22-2-2021;2;22;8;0;19;1;33
2021-02-22 20:00:00+01:00;1268;22-2-2021;2;22;8;0;20;1;25
2021-02-22 21:00:00+01:00;1269;22-2-2021;2;22;8;0;21;1;17
2021-02-22 22:00:00+01:00;1270;22-2-2021;2;22;8;0;22;1;8
2021-02-22 23:00:00+01:00;1271;22-2-2021;2;22;8;0;23;1;0
2021-02-23 00:00:00+01:00;1272;23-2-2021;2;23;8;1;0;1;0
2021-02-23 01:00:00+01:00;1273;23-2-2021;2;23;8;1;1;1;0
2021-02-23 02:00:00+01:00;1274;23-2-2021;2;23;8;1;2;1;0
2021-02-23 03:00:00+01:00;1275;23-2-2021;2;23;8;1;3;1;0
2021-02-23 04:00:00+01:00;1276;23-2-2021;2;23;8;1;4;1;0
2021-02-23 05:00:00+01:00;1277;23-2-2021;2;23;8;1;5;1;0
2021-02-23 06:00:00+01:00;1278;23-2-2021;2;23;8;1;6;1;0
2021-02-23 07:00:00+01:00;1279;23-2-2021;2;23;8;1;7;1;0
2021-02-23 08:00:00+01:00;1280;23-2-2021;2;23;8;1;8;1;60
2021-02-23 09:00:00+01:00;1281;23-2-2021;2;23;8;1;9;1;60
2021-02-23 10:00:00+01:00;1282;23-2-2021;2;23;8;1;10;1;90
2021-02-23 11:00:00+01:00;1283;23-2-2021;2;23;8;1;11;1;90
2021-02-23 12:00:00+01:00;1284;23-2-2021;2;23;8;1;12;1;50
2021-02-23 13:00:00+01:00;1285;23-2-2021;2;23;8;1;13;1;50
2021-02-23 14:00:00+01:00;1286;23-2-2021;2;23;8;1;14;1;80
2021-02-23 15:00:00+01:00;1287;23-2-2021;2;23;8;1;15;1;80
2021-02-23 16:00:00+01:00;1288;23-2-2021;2;23;8;1;16;1;80
2021-02-23 17:00:00+01:00;1289;23-2-2021;2;23;8;1;17;1;50
2021-02-23 18:00:00+01:00;1290;23-2-2021;2;23;8;1;18;1;42
2021-02-23 19:00:00+01:00;1291;23-2-2021;2;23;8;1;19;1;33
2021-02-23 20:00:00+01:00;1292;23-2-2021;2;23;8;1;20;1;25
2021-02-23 21:00:00+01:00;1293;23-2-2021;2;23;8;1;21;1;17
2021-02-23 22:00:00+01:00;1294;23-2-2021;2;23;8;1;22;1;8
2021-02-23 23:00:00+01:00;1295;23-2-2021;2;23;8;1;23;1;0
2021-02-24 00:00:00+01:00;1296;24-2-2021;2;24;8;2;0;1;0
2021-02-24 01:00:00+01:00;1297;24-2-2021;2;24;8;2;1;1;0
2021-02-24 02:00:00+01:00;1298;24-2-2021;2;24;8;2;2;1;0
2021-02-24 03:00:00+01:00;1299;24-2-2021;2;24;8;2;3;1;0
2021-02-24 04:00:00+01:00;1300;24-2-2021;2;24;8;2;4;1;0
2021-02-24 05:00:00+01:00;1301;24-2-2021;2;24;8;2;5;1;0
2021-02-24 06:00:00+01:00;1302;24-2-2021;2;24;8;2;6;1;0
2021-02-24 07:00:00+01:00;1303;24-2-2021;2;24;8;2;7;1;0
2021-02-24 08:00:00+01:00;1304;24-2-2021;2;24;8;2;8;1;60
2021-02-24 09:00:00+01:00;1305;24-2-2021;2;24;8;2;9;1;60
2021-02-24 10:00:00+01:00;1306;24-2-2021;2;24;8;2;10;1;90
2021-02-24 11:00:00+01:00;1307;24-2-2021;2;24;8;2;11;1;90
2021-02-24 12:00:00+01:00;1308;24-2-2021;2;24;8;2;12;1;50
2021-02-24 13:00:00+01:00;1309;24-2-2021;2;24;8;2;13;1;50
2021-02-24 14:00:00+01:00;1310;24-2-2021;2;24;8;2;14;1;80
2021-02-24 15:00:00+01:00;1311;24-2-2021;2;24;8;2;15;1;80
2021-02-24 16:00:00+01:00;1312;24-2-2021;2;24;8;2;16;1;80
2021-02-24 17:00:00+01:00;1313;24-2-2021;2;24;8;2;17;1;50
2021-02-24 18:00:00+01:00;1314;24-2-2021;2;24;8;2;18;1;42
2021-02-24 19:00:00+01:00;1315;24-2-2021;2;24;8;2;19;1;33
2021-02-24 20:00:00+01:00;1316;24-2-2021;2;24;8;2;20;1;25
2021-02-24 21:00:00+01:00;1317;24-2-2021;2;24;8;2;21;1;17
2021-02-24 22:00:00+01:00;1318;24-2-2021;2;24;8;2;22;1;8
2021-02-24 23:00:00+01:00;1319;24-2-2021;2;24;8;2;23;1;0
2021-02-25 00:00:00+01:00;1320;25-2-2021;2;25;8;3;0;1;0
2021-02-25 01:00:00+01:00;1321;25-2-2021;2;25;8;3;1;1;0
2021-02-25 02:00:00+01:00;1322;25-2-2021;2;25;8;3;2;1;0
2021-02-25 03:00:00+01:00;1323;25-2-2021;2;25;8;3;3;1;0
2021-02-25 04:00:00+01:00;1324;25-2-2021;2;25;8;3;4;1;0
2021-02-25 05:00:00+01:00;1325;25-2-2021;2;25;8;3;5;1;0
2021-02-25 06:00:00+01:00;1326;25-2-2021;2;25;8;3;6;1;0
2021-02-25 07:00:00+01:00;1327;25-2-2021;2;25;8;3;7;1;0
2021-02-25 08:00:00+01:00;1328;25-2-2021;2;25;8;3;8;1;60
2021-02-25 09:00:00+01:00;1329;25-2-2021;2;25;8;3;9;1;60
2021-02-25 10:00:00+01:00;1330;25-2-2021;2;25;8;3;10;1;90
2021-02-25 11:00:00+01:00;1331;25-2-2021;2;25;8;3;11;1;90
2021-02-25 12:00:00+01:00;1332;25-2-2021;2;25;8;3;12;1;50
2021-02-25 13:00:00+01:00;1333;25-2-2021;2;25;8;3;13;1;50
2021-02-25 14:00:00+01:00;1334;25-2-2021;2;25;8;3;14;1;80
2021-02-25 15:00:00+01:00;1335;25-2-2021;2;25;8;3;15;1;80
2021-02-25 16:00:00+01:00;1336;25-2-2021;2;25;8;3;16;1;80
2021-02-25 17:00:00+01:00;1337;25-2-2021;2;25;8;3;17;1;50
2021-02-25 18:00:00+01:00;1338;25-2-2021;2;25;8;3;18;1;42
2021-02-25 19:00:00+01:00;1339;25-2-2021;2;25;8;3;19;1;33
2021-02-25 20:00:00+01:00;1340;25-2-2021;2;25;8;3;20;1;25
2021-02-25 21:00:00+01:00;1341;25-2-2021;2;25;8;3;21;1;17
2021-02-25 22:00:00+01:00;1342;25-2-2021;2;25;8;3;22;1;8
2021-02-25 23:00:00+01:00;1343;25-2-2021;2;25;8;3;23;1;0
2021-02-26 00:00:00+01:00;1344;26-2-2021;2;26;8;4;0;1;0
2021-02-26 01:00:00+01:00;1345;26-2-2021;2;26;8;4;1;1;0
2021-02-26 02:00:00+01:00;1346;26-2-2021;2;26;8;4;2;1;0
2021-02-26 03:00:00+01:00;1347;26-2-2021;2;26;8;4;3;1;0
2021-02-26 04:00:00+01:00;1348;26-2-2021;2;26;8;4;4;1;0
2021-02-26 05:00:00+01:00;1349;26-2-2021;2;26;8;4;5;1;0
2021-02-26 06:00:00+01:00;1350;26-2-2021;2;26;8;4;6;1;0
2021-02-26 07:00:00+01:00;1351;26-2-2021;2;26;8;4;7;1;0
2021-02-26 08:00:00+01:00;1352;26-2-2021;2;26;8;4;8;1;60
2021-02-26 09:00:00+01:00;1353;26-2-2021;2;26;8;4;9;1;60
2021-02-26 10:00:00+01:00;1354;26-2-2021;2;26;8;4;10;1;90
2021-02-26 11:00:00+01:00;1355;26-2-2021;2;26;8;4;11;1;90
2021-02-26 12:00:00+01:00;1356;26-2-2021;2;26;8;4;12;1;50
2021-02-26 13:00:00+01:00;1357;26-2-2021;2;26;8;4;13;1;50
2021-02-26 14:00:00+01:00;1358;26-2-2021;2;26;8;4;14;1;80
2021-02-26 15:00:00+01:00;1359;26-2-2021;2;26;8;4;15;1;80
2021-02-26 16:00:00+01:00;1360;26-2-2021;2;26;8;4;16;1;80
2021-02-26 17:00:00+01:00;1361;26-2-2021;2;26;8;4;17;1;50
2021-02-26 18:00:00+01:00;1362;26-2-2021;2;26;8;4;18;1;42
2021-02-26 19:00:00+01:00;1363;26-2-2021;2;26;8;4;19;1;33
2021-02-26 20:00:00+01:00;1364;26-2-2021;2;26;8;4;20;1;25
2021-02-26 21:00:00+01:00;1365;26-2-2021;2;26;8;4;21;1;17
2021-02-26 22:00:00+01:00;1366;26-2-2021;2;26;8;4;22;1;8
2021-02-26 23:00:00+01:00;1367;26-2-2021;2;26;8;4;23;1;0
2021-02-27 00:00:00+01:00;1368;27-2-2021;2;27;8;5;0;2;0
2021-02-27 01:00:00+01:00;1369;27-2-2021;2;27;8;5;1;2;0
2021-02-27 02:00:00+01:00;1370;27-2-2021;2;27;8;5;2;2;0
2021-02-27 03:00:00+01:00;1371;27-2-2021;2;27;8;5;3;2;0
2021-02-27 04:00:00+01:00;1372;27-2-2021;2;27;8;5;4;2;0
2021-02-27 05:00:00+01:00;1373;27-2-2021;2;27;8;5;5;2;0
2021-02-27 06:00:00+01:00;1374;27-2-2021;2;27;8;5;6;2;0
2021-02-27 07:00:00+01:00;1375;27-2-2021;2;27;8;5;7;2;0
2021-02-27 08:00:00+01:00;1376;27-2-2021;2;27;8;5;8;2;0
2021-02-27 09:00:00+01:00;1377;27-2-2021;2;27;8;5;9;2;0
2021-02-27 10:00:00+01:00;1378;27-2-2021;2;27;8;5;10;2;50
2021-02-27 11:00:00+01:00;1379;27-2-2021;2;27;8;5;11;2;50
2021-02-27 12:00:00+01:00;1380;27-2-2021;2;27;8;5;12;2;30
2021-02-27 13:00:00+01:00;1381;27-2-2021;2;27;8;5;13;2;30
2021-02-27 14:00:00+01:00;1382;27-2-2021;2;27;8;5;14;2;50
2021-02-27 15:00:00+01:00;1383;27-2-2021;2;27;8;5;15;2;50
2021-02-27 16:00:00+01:00;1384;27-2-2021;2;27;8;5;16;2;50
2021-02-27 17:00:00+01:00;1385;27-2-2021;2;27;8;5;17;2;0
2021-02-27 18:00:00+01:00;1386;27-2-2021;2;27;8;5;18;2;0
2021-02-27 19:00:00+01:00;1387;27-2-2021;2;27;8;5;19;2;0
2021-02-27 20:00:00+01:00;1388;27-2-2021;2;27;8;5;20;2;0
2021-02-27 21:00:00+01:00;1389;27-2-2021;2;27;8;5;21;2;0
2021-02-27 22:00:00+01:00;1390;27-2-2021;2;27;8;5;22;2;0
2021-02-27 23:00:00+01:00;1391;27-2-2021;2;27;8;5;23;2;0
2021-02-28 00:00:00+01:00;1392;28-2-2021;2;28;8;6;0;3;0
2021-02-28 01:00:00+01:00;1393;28-2-2021;2;28;8;6;1;3;0
2021-02-28 02:00:00+01:00;1394;28-2-2021;2;28;8;6;2;3;0
2021-02-28 03:00:00+01:00;1395;28-2-2021;2;28;8;6;3;3;0
2021-02-28 04:00:00+01:00;1396;28-2-2021;2;28;8;6;4;3;0
2021-02-28 05:00:00+01:00;1397;28-2-2021;2;28;8;6;5;3;0
2021-02-28 06:00:00+01:00;1398;28-2-2021;2;28;8;6;6;3;0
2021-02-28 07:00:00+01:00;1399;28-2-2021;2;28;8;6;7;3;0
2021-02-28 08:00:00+01:00;1400;28-2-2021;2;28;8;6;8;3;0
2021-02-28 09:00:00+01:00;1401;28-2-2021;2;28;8;6;9;3;0
2021-02-28 10:00:00+01:00;1402;28-2-2021;2;28;8;6;10;3;0
2021-02-28 11:00:00+01:00;1403;28-2-2021;2;28;8;6;11;3;0
2021-02-28 12:00:00+01:00;1404;28-2-2021;2;28;8;6;12;3;0
2021-02-28 13:00:00+01:00;1405;28-2-2021;2;28;8;6;13;3;0
2021-02-28 14:00:00+01:00;1406;28-2-2021;2;28;8;6;14;3;0
2021-02-28 15:00:00+01:00;1407;28-2-2021;2;28;8;6;15;3;0
2021-02-28 16:00:00+01:00;1408;28-2-2021;2;28;8;6;16;3;0
2021-02-28 17:00:00+01:00;1409;28-2-2021;2;28;8;6;17;3;0
2021-02-28 18:00:00+01:00;1410;28-2-2021;2;28;8;6;18;3;0
2021-02-28 19:00:00+01:00;1411;28-2-2021;2;28;8;6;19;3;0
2021-02-28 20:00:00+01:00;1412;28-2-2021;2;28;8;6;20;3;0
2021-02-28 21:00:00+01:00;1413;28-2-2021;2;28;8;6;21;3;0
2021-02-28 22:00:00+01:00;1414;28-2-2021;2;28;8;6;22;3;0
2021-02-28 23:00:00+01:00;1415;28-2-2021;2;28;8;6;23;3;0
2021-03-01 00:00:00+01:00;1416;1-3-2021;3;1;9;0;0;1;0
2021-03-01 01:00:00+01:00;1417;1-3-2021;3;1;9;0;1;1;0
2021-03-01 02:00:00+01:00;1418;1-3-2021;3;1;9;0;2;1;0
2021-03-01 03:00:00+01:00;1419;1-3-2021;3;1;9;0;3;1;0
2021-03-01 04:00:00+01:00;1420;1-3-2021;3;1;9;0;4;1;0
2021-03-01 05:00:00+01:00;1421;1-3-2021;3;1;9;0;5;1;0
2021-03-01 06:00:00+01:00;1422;1-3-2021;3;1;9;0;6;1;0
2021-03-01 07:00:00+01:00;1423;1-3-2021;3;1;9;0;7;1;0
2021-03-01 08:00:00+01:00;1424;1-3-2021;3;1;9;0;8;1;60
2021-03-01 09:00:00+01:00;1425;1-3-2021;3;1;9;0;9;1;60
2021-03-01 10:00:00+01:00;1426;1-3-2021;3;1;9;0;10;1;90
2021-03-01 11:00:00+01:00;1427;1-3-2021;3;1;9;0;11;1;90
2021-03-01 12:00:00+01:00;1428;1-3-2021;3;1;9;0;12;1;50
2021-03-01 13:00:00+01:00;1429;1-3-2021;3;1;9;0;13;1;50
2021-03-01 14:00:00+01:00;1430;1-3-2021;3;1;9;0;14;1;80
2021-03-01 15:00:00+01:00;1431;1-3-2021;3;1;9;0;15;1;80
2021-03-01 16:00:00+01:00;1432;1-3-2021;3;1;9;0;16;1;80
2021-03-01 17:00:00+01:00;1433;1-3-2021;3;1;9;0;17;1;50
2021-03-01 18:00:00+01:00;1434;1-3-2021;3;1;9;0;18;1;42
2021-03-01 19:00:00+01:00;1435;1-3-2021;3;1;9;0;19;1;33
2021-03-01 20:00:00+01:00;1436;1-3-2021;3;1;9;0;20;1;25
2021-03-01 21:00:00+01:00;1437;1-3-2021;3;1;9;0;21;1;17
2021-03-01 22:00:00+01:00;1438;1-3-2021;3;1;9;0;22;1;8
2021-03-01 23:00:00+01:00;1439;1-3-2021;3;1;9;0;23;1;0
